Season,Date,Game Type,Team,Opponent,Arena,City,State,Attendance,game_date,attendance
2023,"August 18, 2023",Regular season,Connecticut Sun,Dallas Wings,Mohegan Sun Arena,Uncasville,CT,6584,2023-08-18,6584
2023,"August 18, 2023",Regular season,Indiana Fever,Washington Mystics,Gainbridge Fieldhouse,Indianapolis,IN,3506,2023-08-18,3506
2023,"August 18, 2023",Regular season,Atlanta Dream,Chicago Sky,Gateway Center Arena @ College Park,Atlanta,GA,2957,2023-08-18,2957
2023,"August 18, 2023",Regular season,Phoenix Mercury,New York Liberty,Footprint Center,Phoenix,AZ,9652,2023-08-18,9652
2023,"August 18, 2023",Regular season,Seattle Storm,Minnesota Lynx,Climate Pledge Arena,Seattle,WA,8865,2023-08-18,8865
2023,"August 19, 2023",Regular season,Las Vegas Aces,Los Angeles Sparks,Michelob ULTRA Arena,Las Vegas,NV,10348,2023-08-19,10348
2023,"August 20, 2023",Regular season,Washington Mystics,Dallas Wings,Entertainment and Sports Arena,Washington,DC,4200,2023-08-20,4200
2023,"August 20, 2023",Regular season,Chicago Sky,Connecticut Sun,Wintrust Arena,Chicago,IL,6901,2023-08-20,6901
2023,"August 20, 2023",Regular season,Phoenix Mercury,Indiana Fever,Footprint Center,Phoenix,AZ,11807,2023-08-20,11807
2023,"August 20, 2023",Regular season,Minnesota Lynx,Seattle Storm,Target Center,Minneapolis,MN,6525,2023-08-20,6525
2023,"August 22, 2023",Regular season,Atlanta Dream,Las Vegas Aces,Gateway Center Arena @ College Park,Atlanta,GA,3209,2023-08-22,3209
2023,"August 22, 2023",Regular season,Washington Mystics,Connecticut Sun,Entertainment and Sports Arena,Washington,DC,3058,2023-08-22,3058
2023,"August 22, 2023",Regular season,Chicago Sky,Seattle Storm,Wintrust Arena,Chicago,IL,4822,2023-08-22,4822
2023,"August 22, 2023",Regular season,Minnesota Lynx,Dallas Wings,Target Center,Minneapolis,MN,6921,2023-08-22,6921
2023,"August 23, 2023",Regular season,Los Angeles Sparks,Phoenix Mercury,Galen Center,Los Angeles,CA,3469,2023-08-23,3469
2023,"August 24, 2023",Regular season,Connecticut Sun,New York Liberty,Mohegan Sun Arena,Uncasville,CT,9168,2023-08-24,9168
2023,"August 24, 2023",Regular season,Indiana Fever,Seattle Storm,Gainbridge Fieldhouse,Indianapolis,IN,2644,2023-08-24,2644
2023,"August 24, 2023",Regular season,Chicago Sky,Las Vegas Aces,Wintrust Arena,Chicago,IL,8084,2023-08-24,8084
2023,"August 24, 2023",Regular season,Dallas Wings,Minnesota Lynx,College Park Center,Arlington,TX,3931,2023-08-24,3931
2023,"August 25, 2023",Regular season,Atlanta Dream,Los Angeles Sparks,Gateway Center Arena @ College Park,Atlanta,GA,2957,2023-08-25,2957
2023,"August 26, 2023",Regular season,Washington Mystics,Las Vegas Aces,Entertainment and Sports Arena,Washington,DC,4200,2023-08-26,4200
2023,"August 26, 2023",Regular season,Minnesota Lynx,New York Liberty,Target Center,Minneapolis,MN,7101,2023-08-26,7101
2023,"August 27, 2023",Regular season,Connecticut Sun,Los Angeles Sparks,Mohegan Sun Arena,Uncasville,CT,6783,2023-08-27,6783
2023,"August 27, 2023",Regular season,Indiana Fever,Atlanta Dream,Gainbridge Fieldhouse,Indianapolis,IN,4034,2023-08-27,4034
2023,"August 27, 2023",Regular season,Phoenix Mercury,Dallas Wings,Footprint Center,Phoenix,AZ,12163,2023-08-27,12163
2023,"August 27, 2023",Regular season,Seattle Storm,Chicago Sky,Climate Pledge Arena,Seattle,WA,9893,2023-08-27,9893
2023,"August 28, 2023",Regular season,New York Liberty,Las Vegas Aces,Barclays Center,Brooklyn,NY,11615,2023-08-28,11615
2023,"August 29, 2023",Regular season,Atlanta Dream,Phoenix Mercury,Gateway Center Arena @ College Park,Atlanta,GA,2785,2023-08-29,2785
2023,"August 29, 2023",Regular season,Washington Mystics,Minnesota Lynx,Entertainment and Sports Arena,Washington,DC,3708,2023-08-29,3708
2023,"August 29, 2023",Regular season,Los Angeles Sparks,Chicago Sky,Crypto.com Arena,Los Angeles,CA,6041,2023-08-29,6041
2023,"August 31, 2023",Regular season,Connecticut Sun,Phoenix Mercury,Mohegan Sun Arena,Uncasville,CT,7794,2023-08-31,7794
2023,"August 31, 2023",Regular season,Las Vegas Aces,Washington Mystics,Michelob ULTRA Arena,Las Vegas,NV,8619,2023-08-31,8619
2023,"August 31, 2023",Regular season,Los Angeles Sparks,Seattle Storm,Crypto.com Arena,Los Angeles,CA,6101,2023-08-31,6101
2023,"September 1, 2023",Regular season,Indiana Fever,Dallas Wings,Gainbridge Fieldhouse,Indianapolis,IN,3137,2023-09-01,3137
2023,"September 1, 2023",Regular season,New York Liberty,Connecticut Sun,Barclays Center,Brooklyn,NY,8276,2023-09-01,8276
2023,"September 1, 2023",Regular season,Minnesota Lynx,Atlanta Dream,Target Center,Minneapolis,MN,7114,2023-09-01,7114
2023,"September 2, 2023",Regular season,Las Vegas Aces,Seattle Storm,Michelob ULTRA Arena,Las Vegas,NV,9319,2023-09-02,9319
2023,"September 3, 2023",Regular season,Chicago Sky,New York Liberty,Wintrust Arena,Chicago,IL,8223,2023-09-03,8223
2023,"September 3, 2023",Regular season,Dallas Wings,Indiana Fever,College Park Center,Arlington,TX,5058,2023-09-03,5058
2023,"September 3, 2023",Regular season,Minnesota Lynx,Phoenix Mercury,Target Center,Minneapolis,MN,7314,2023-09-03,7314
2023,"September 3, 2023",Regular season,Los Angeles Sparks,Washington Mystics,Galen Center,Los Angeles,CA,4284,2023-09-03,4284
2023,"September 5, 2023",Regular season,Connecticut Sun,Los Angeles Sparks,Mohegan Sun Arena,Uncasville,CT,4783,2023-09-05,4783
2023,"September 5, 2023",Regular season,Indiana Fever,Chicago Sky,Gainbridge Fieldhouse,Indianapolis,IN,2450,2023-09-05,2450
2023,"September 5, 2023",Regular season,Dallas Wings,New York Liberty,College Park Center,Arlington,TX,4195,2023-09-05,4195
2023,"September 5, 2023",Regular season,Phoenix Mercury,Washington Mystics,Footprint Center,Phoenix,AZ,7038,2023-09-05,7038
2023,"September 6, 2023",Regular season,Atlanta Dream,Seattle Storm,Gateway Center Arena @ College Park,Atlanta,GA,2731,2023-09-06,2731
2023,"September 7, 2023",Regular season,New York Liberty,Los Angeles Sparks,Barclays Center,Brooklyn,NY,6275,2023-09-07,6275
2023,"September 8, 2023",Regular season,Connecticut Sun,Indiana Fever,Mohegan Sun Arena,Uncasville,CT,5064,2023-09-08,5064
2023,"September 8, 2023",Regular season,Washington Mystics,Atlanta Dream,Entertainment and Sports Arena,Washington,DC,4210,2023-09-08,4210
2023,"September 8, 2023",Regular season,Chicago Sky,Minnesota Lynx,Wintrust Arena,Chicago,IL,7994,2023-09-08,7994
2023,"September 8, 2023",Regular season,Dallas Wings,Seattle Storm,College Park Center,Arlington,TX,4546,2023-09-08,4546
2023,"September 8, 2023",Regular season,Phoenix Mercury,Las Vegas Aces,Footprint Center,Phoenix,AZ,13206,2023-09-08,13206
2023,"September 10, 2023",Regular season,Atlanta Dream,Dallas Wings,Gateway Center Arena @ College Park,Atlanta,GA,3207,2023-09-10,3207
2023,"September 10, 2023",Regular season,Connecticut Sun,Chicago Sky,Mohegan Sun Arena,Uncasville,CT,6377,2023-09-10,6377
2023,"September 10, 2023",Regular season,Indiana Fever,Minnesota Lynx,Gainbridge Fieldhouse,Indianapolis,IN,4009,2023-09-10,4009
2023,"September 10, 2023",Regular season,New York Liberty,Washington Mystics,Barclays Center,Brooklyn,NY,8306,2023-09-10,8306
2023,"September 10, 2023",Regular season,Las Vegas Aces,Phoenix Mercury,T-Mobile Arena,Las Vegas,NV,17406,2023-09-10,17406
2023,"September 10, 2023",Regular season,Seattle Storm,Los Angeles Sparks,Climate Pledge Arena,Seattle,WA,10728,2023-09-10,10728
2024,"May 14, 2024",Regular season,Washington Mystics,New York Liberty,Entertainment and Sports Arena,Washington,DC,4200,2024-05-14,4200
2024,"May 14, 2024",Regular season,Connecticut Sun,Indiana Fever,Mohegan Sun Arena,Uncasville,CT,8910,2024-05-14,8910
2024,"May 14, 2024",Regular season,Las Vegas Aces,Phoenix Mercury,Michelob ULTRA Arena,Las Vegas,NV,10419,2024-05-14,10419
2024,"May 14, 2024",Regular season,Seattle Storm,Minnesota Lynx,Climate Pledge Arena,Seattle,WA,8508,2024-05-14,8508
2024,"May 15, 2024",Regular season,Dallas Wings,Chicago Sky,College Park Center,Arlington,TX,6251,2024-05-15,6251
2024,"May 15, 2024",Regular season,Los Angeles Sparks,Atlanta Dream,Walter Pyramid at Long Beach State,Long Beach,CA,3847,2024-05-15,3847
2024,"May 16, 2024",Regular season,Indiana Fever,New York Liberty,Gainbridge Fieldhouse,Indianapolis,IN,17274,2024-05-16,17274
2024,"May 17, 2024",Regular season,Connecticut Sun,Washington Mystics,Mohegan Sun Arena,Uncasville,CT,6874,2024-05-17,6874
2024,"May 17, 2024",Regular season,Minnesota Lynx,Seattle Storm,Target Center,Minneapolis,MN,7208,2024-05-17,7208
2024,"May 18, 2024",Regular season,New York Liberty,Indiana Fever,Barclays Center,Brooklyn,NY,17735,2024-05-18,17735
2024,"May 18, 2024",Regular season,Las Vegas Aces,Los Angeles Sparks,Michelob ULTRA Arena,Las Vegas,NV,10286,2024-05-18,10286
2024,"May 18, 2024",Regular season,Dallas Wings,Chicago Sky,College Park Center,Arlington,TX,6251,2024-05-18,6251
2024,"May 18, 2024",Regular season,Phoenix Mercury,Atlanta Dream,Footprint Center,Phoenix,AZ,10251,2024-05-18,10251
2024,"May 19, 2024",Regular season,Washington Mystics,Seattle Storm,Entertainment and Sports Arena,Washington,DC,4200,2024-05-19,4200
2024,"May 20, 2024",Regular season,Indiana Fever,Connecticut Sun,Gainbridge Fieldhouse,Indianapolis,IN,17274,2024-05-20,17274
2024,"May 20, 2024",Regular season,New York Liberty,Seattle Storm,Barclays Center,Brooklyn,NY,9381,2024-05-20,9381
2024,"May 21, 2024",Regular season,Atlanta Dream,Dallas Wings,Gateway Center Arena @ College Park,Atlanta,GA,3265,2024-05-21,3265
2024,"May 21, 2024",Regular season,Las Vegas Aces,Phoenix Mercury,Michelob ULTRA Arena,Las Vegas,NV,10374,2024-05-21,10374
2024,"May 21, 2024",Regular season,Los Angeles Sparks,Washington Mystics,Walter Pyramid at Long Beach State,Long Beach,CA,3627,2024-05-21,3627
2024,"May 22, 2024",Regular season,Seattle Storm,Indiana Fever,Climate Pledge Arena,Seattle,WA,18343,2024-05-22,18343
2024,"May 23, 2024",Regular season,Connecticut Sun,Minnesota Lynx,Mohegan Sun Arena,Uncasville,CT,6152,2024-05-23,6152
2024,"May 23, 2024",Regular season,New York Liberty,Chicago Sky,Barclays Center,Brooklyn,NY,12049,2024-05-23,12049
2024,"May 23, 2024",Regular season,Phoenix Mercury,Washington Mystics,Footprint Center,Phoenix,AZ,7474,2024-05-23,7474
2024,"May 24, 2024",Regular season,Los Angeles Sparks,Indiana Fever,Crypto.com Arena,Los Angeles,CA,19103,2024-05-24,19103
2024,"May 25, 2024",Regular season,Minnesota Lynx,New York Liberty,Target Center,Minneapolis,MN,7010,2024-05-25,7010
2024,"May 25, 2024",Regular season,Chicago Sky,Connecticut Sun,Wintrust Arena,Chicago,IL,9025,2024-05-25,9025
2024,"May 25, 2024",Regular season,Las Vegas Aces,Indiana Fever,Michelob ULTRA Arena,Las Vegas,NV,10399,2024-05-25,10399
2024,"May 25, 2024",Regular season,Seattle Storm,Washington Mystics,Climate Pledge Arena,Seattle,WA,8846,2024-05-25,8846
2024,"May 25, 2024",Regular season,Phoenix Mercury,Dallas Wings,Footprint Center,Phoenix,AZ,8339,2024-05-25,8339
2024,"May 26, 2024",Regular season,Atlanta Dream,Minnesota Lynx,Gateway Center Arena @ College Park,Atlanta,GA,3265,2024-05-26,3265
2024,"May 26, 2024",Regular season,Los Angeles Sparks,Dallas Wings,Crypto.com Arena,Los Angeles,CA,10340,2024-05-26,10340
2024,"May 28, 2024",Regular season,Connecticut Sun,Phoenix Mercury,Mohegan Sun Arena,Uncasville,CT,6489,2024-05-28,6489
2024,"May 28, 2024",Regular season,Indiana Fever,Los Angeles Sparks,Gainbridge Fieldhouse,Indianapolis,IN,16013,2024-05-28,16013
2024,"May 28, 2024",Regular season,Chicago Sky,Seattle Storm,Wintrust Arena,Chicago,IL,7807,2024-05-28,7807
2024,"May 29, 2024",Regular season,New York Liberty,Phoenix Mercury,Barclays Center,Brooklyn,NY,9182,2024-05-29,9182
2024,"May 29, 2024",Regular season,Washington Mystics,Atlanta Dream,Entertainment and Sports Arena,Washington,DC,4200,2024-05-29,4200
2024,"May 29, 2024",Regular season,Minnesota Lynx,Las Vegas Aces,Target Center,Minneapolis,MN,7409,2024-05-29,7409
2024,"May 30, 2024",Regular season,Indiana Fever,Seattle Storm,Gainbridge Fieldhouse,Indianapolis,IN,15022,2024-05-30,15022
2024,"May 30, 2024",Regular season,Chicago Sky,Los Angeles Sparks,Wintrust Arena,Chicago,IL,7911,2024-05-30,7911
2024,"May 31, 2024",Regular season,Atlanta Dream,Las Vegas Aces,Gateway Center Arena @ College Park,Atlanta,GA,4015,2024-05-31,4015
2024,"May 31, 2024",Regular season,Connecticut Sun,Dallas Wings,Mohegan Sun Arena,Uncasville,CT,7638,2024-05-31,7638
2024,"May 31, 2024",Regular season,New York Liberty,Washington Mystics,Barclays Center,Brooklyn,NY,9878,2024-05-31,9878
2024,"May 31, 2024",Regular season,Minnesota Lynx,Phoenix Mercury,Target Center,Minneapolis,MN,7035,2024-05-31,7035
2024,"June 1, 2024",Regular season,Indiana Fever,Chicago Sky,Gainbridge Fieldhouse,Indianapolis,IN,17274,2024-06-01,17274
2024,"June 2, 2024",Regular season,Atlanta Dream,Connecticut Sun,Gateway Center Arena @ College Park,Atlanta,GA,3265,2024-06-02,3265
2024,"June 2, 2024",Regular season,Phoenix Mercury,Los Angeles Sparks,Footprint Center,Phoenix,AZ,10207,2024-06-02,10207
2024,"June 2, 2024",Regular season,New York Liberty,Indiana Fever,Barclays Center,Brooklyn,NY,17401,2024-06-02,17401
2024,"June 2, 2024",Regular season,Minnesota Lynx,Dallas Wings,Target Center,Minneapolis,MN,7024,2024-06-02,7024
2024,"June 4, 2024",Regular season,Connecticut Sun,Washington Mystics,Mohegan Sun Arena,Uncasville,CT,5346,2024-06-04,5346
2024,"June 4, 2024",Regular season,Chicago Sky,New York Liberty,Wintrust Arena,Chicago,IL,8277,2024-06-04,8277
2024,"June 4, 2024",Regular season,Seattle Storm,Phoenix Mercury,Climate Pledge Arena,Seattle,WA,8133,2024-06-04,8133
2024,"June 5, 2024",Regular season,Dallas Wings,Las Vegas Aces,College Park Center,Arlington,TX,6251,2024-06-05,6251
2024,"June 5, 2024",Regular season,Los Angeles Sparks,Minnesota Lynx,Crypto.com Arena,Los Angeles,CA,8104,2024-06-05,8104
2024,"June 6, 2024",Regular season,Washington Mystics,Chicago Sky,Capital One Arena,Washington,DC,10000,2024-06-06,10000
2024,"June 6, 2024",Regular season,Atlanta Dream,New York Liberty,Gateway Center Arena @ College Park,Atlanta,GA,3255,2024-06-06,3255
2024,"June 7, 2024",Regular season,Washington Mystics,Indiana Fever,Capital One Arena,Washington,DC,20333,2024-06-07,20333
2024,"June 7, 2024",Regular season,Las Vegas Aces,Seattle Storm,Michelob ULTRA Arena,Las Vegas,NV,10380,2024-06-07,10380
2024,"June 7, 2024",Regular season,Los Angeles Sparks,Dallas Wings,Crypto.com Arena,Los Angeles,CA,10123,2024-06-07,10123
2024,"June 7, 2024",Regular season,Phoenix Mercury,Minnesota Lynx,Footprint Center,Phoenix,AZ,9052,2024-06-07,9052
2024,"June 8, 2024",Regular season,Connecticut Sun,New York Liberty,Mohegan Sun Arena,Uncasville,CT,8910,2024-06-08,8910
2024,"June 8, 2024",Regular season,Chicago Sky,Atlanta Dream,Wintrust Arena,Chicago,IL,8804,2024-06-08,8804
2024,"June 9, 2024",Regular season,New York Liberty,Washington Mystics,Barclays Center,Brooklyn,NY,12477,2024-06-09,12477
2024,"June 9, 2024",Regular season,Dallas Wings,Phoenix Mercury,College Park Center,Arlington,TX,5568,2024-06-09,5568
2024,"June 9, 2024",Regular season,Minnesota Lynx,Seattle Storm,Target Center,Minneapolis,MN,7121,2024-06-09,7121
2024,"June 9, 2024",Regular season,Los Angeles Sparks,Las Vegas Aces,Crypto.com Arena,Los Angeles,CA,13900,2024-06-09,13900
2024,"June 10, 2024",Regular season,Connecticut Sun,Indiana Fever,Mohegan Sun Arena,Uncasville,CT,8910,2024-06-10,8910
2024,"June 11, 2024",Regular season,Atlanta Dream,Washington Mystics,Gateway Center Arena @ College Park,Atlanta,GA,3260,2024-06-11,3260
2024,"June 11, 2024",Regular season,Las Vegas Aces,Minnesota Lynx,Michelob ULTRA Arena,Las Vegas,NV,10368,2024-06-11,10368
2024,"June 11, 2024",Regular season,Seattle Storm,Los Angeles Sparks,Climate Pledge Arena,Seattle,WA,8202,2024-06-11,8202
2024,"June 12, 2024",Regular season,Chicago Sky,Connecticut Sun,Wintrust Arena,Chicago,IL,7815,2024-06-12,7815
2024,"June 13, 2024",Regular season,Indiana Fever,Atlanta Dream,Gainbridge Fieldhouse,Indianapolis,IN,16651,2024-06-13,16651
2024,"June 13, 2024",Regular season,Dallas Wings,Seattle Storm,College Park Center,Arlington,TX,5568,2024-06-13,5568
2024,"June 13, 2024",Regular season,Phoenix Mercury,Las Vegas Aces,Footprint Center,Phoenix,AZ,9325,2024-06-13,9325
2024,"June 14, 2024",Regular season,Washington Mystics,Chicago Sky,Entertainment and Sports Arena,Washington,DC,4200,2024-06-14,4200
2024,"June 14, 2024",Regular season,Minnesota Lynx,Los Angeles Sparks,Target Center,Minneapolis,MN,8117,2024-06-14,8117
2024,"June 15, 2024",Regular season,Dallas Wings,Connecticut Sun,College Park Center,Arlington,TX,5977,2024-06-15,5977
2024,"June 15, 2024",Regular season,Las Vegas Aces,New York Liberty,Michelob ULTRA Arena,Las Vegas,NV,10424,2024-06-15,10424
2024,"June 16, 2024",Regular season,Indiana Fever,Chicago Sky,Gainbridge Fieldhouse,Indianapolis,IN,17274,2024-06-16,17274
2024,"June 16, 2024",Regular season,Phoenix Mercury,Seattle Storm,Footprint Center,Phoenix,AZ,9444,2024-06-16,9444
2024,"June 16, 2024",Regular season,Atlanta Dream,Los Angeles Sparks,Gateway Center Arena @ College Park,Atlanta,GA,3260,2024-06-16,3260
2024,"June 17, 2024",Regular season,Minnesota Lynx,Dallas Wings,Target Center,Minneapolis,MN,8314,2024-06-17,8314
2024,"June 18, 2024",Regular season,Connecticut Sun,Los Angeles Sparks,Mohegan Sun Arena,Uncasville,CT,7853,2024-06-18,7853
2024,"June 18, 2024",Regular season,Phoenix Mercury,New York Liberty,Footprint Center,Phoenix,AZ,9824,2024-06-18,9824
2024,"June 19, 2024",Regular season,Indiana Fever,Washington Mystics,Gainbridge Fieldhouse,Indianapolis,IN,17274,2024-06-19,17274
2024,"June 19, 2024",Regular season,Minnesota Lynx,Atlanta Dream,Target Center,Minneapolis,MN,8206,2024-06-19,8206
2024,"June 19, 2024",Regular season,Las Vegas Aces,Seattle Storm,Michelob ULTRA Arena,Las Vegas,NV,10380,2024-06-19,10380
2024,"June 20, 2024",Regular season,Chicago Sky,Dallas Wings,Wintrust Arena,Chicago,IL,9025,2024-06-20,9025
2024,"June 20, 2024",Regular season,New York Liberty,Los Angeles Sparks,Barclays Center,Brooklyn,NY,10955,2024-06-20,10955
2024,"June 21, 2024",Regular season,Atlanta Dream,Indiana Fever,State Farm Arena,Atlanta,GA,17575,2024-06-21,17575
2024,"June 21, 2024",Regular season,Las Vegas Aces,Connecticut Sun,Michelob ULTRA Arena,Las Vegas,NV,10385,2024-06-21,10385
2024,"June 22, 2024",Regular season,Washington Mystics,Dallas Wings,Entertainment and Sports Arena,Washington,DC,4200,2024-06-22,4200
2024,"June 22, 2024",Regular season,New York Liberty,Los Angeles Sparks,Barclays Center,Brooklyn,NY,13639,2024-06-22,13639
2024,"June 22, 2024",Regular season,Minnesota Lynx,Phoenix Mercury,Target Center,Minneapolis,MN,8769,2024-06-22,8769
2024,"June 23, 2024",Regular season,Atlanta Dream,New York Liberty,Gateway Center Arena @ College Park,Atlanta,GA,3260,2024-06-23,3260
2024,"June 23, 2024",Regular season,Washington Mystics,Dallas Wings,Entertainment and Sports Arena,Washington,DC,4200,2024-06-23,4200
2024,"June 23, 2024",Regular season,Seattle Storm,Connecticut Sun,Climate Pledge Arena,Seattle,WA,9935,2024-06-23,9935
2024,"June 23, 2024",Regular season,Chicago Sky,Indiana Fever,Wintrust Arena,Chicago,IL,9872,2024-06-23,9872
2024,"June 27, 2024",Regular season,Dallas Wings,Minnesota Lynx,College Park Center,Arlington,TX,6251,2024-06-27,6251
2024,"June 27, 2024",Regular season,Washington Mystics,Connecticut Sun,Entertainment and Sports Arena,Washington,DC,4200,2024-06-27,4200
2024,"June 27, 2024",Regular season,Chicago Sky,Las Vegas Aces,Wintrust Arena,Chicago,IL,9025,2024-06-27,9025
2024,"June 27, 2024",Regular season,Seattle Storm,Indiana Fever,Climate Pledge Arena,Seattle,WA,18343,2024-06-27,18343
2024,"June 28, 2024",Regular season,Connecticut Sun,Atlanta Dream,Mohegan Sun Arena,Uncasville,CT,7008,2024-06-28,7008
2024,"June 28, 2024",Regular season,Phoenix Mercury,Los Angeles Sparks,Footprint Center,Phoenix,AZ,14363,2024-06-28,14363
